organism,module,blimmp_mean_confidence,mpp_mean_prediction,mpp_group,category
Pseudomonas_fluorescens_SBW25,M00878,0.125,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00879,0.969,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00880,0.9659999999999999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00881,0.967,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00883,0.9380000000000001,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00885,0.952,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00886,0.952,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00887,0.02,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00888,0.011000000000000001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00889,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00890,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00895,0.908,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00896,0.903,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00899,0.944,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00904,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00905,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00906,0.01,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00909,0.993,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00912,0.886,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00914,0.075,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00915,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00916,0.014,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00918,0.034,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00919,0.033,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00921,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00922,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00923,0.94,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00924,0.866,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00925,0.953,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00926,0.8290000000000001,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00930,0.039,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00931,0.09600000000000002,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00932,0.002,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00935,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00938,0.9940000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00939,0.09300000000000001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00947,0.001,1.0,present,tool_only
Pseudomonas_fluorescens_SBW25,M00948,0.957,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00949,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00950,0.658,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00956,0.115,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00957,0.9620000000000001,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00958,0.9540000000000001,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00959,0.972,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00960,0.566,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00966,0.061,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00967,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00968,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00970,0.955,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00972,0.9419999999999998,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00973,0.004,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00975,0.98,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00978,0.855,0.0,absent,blimmp_only
